data_number,chemical_formula,tc_kelvin,quality_tier,quality_score,quality_badges
7109,Pb0.5Cd0.5Sr1.8Gd1.6Ce0.6Cu2Oz,43.5,tier1_strict,4,"Tier1, StableFormula"
7110,Pb0.5Cd0.5Sr1.8Dy1.6Ce0.6Cu2Oz,12.0,tier1_strict,4,"Tier1, StableFormula"
7112,Hg1.4Tl0.6Ba2Ca3Cu4Oz,115.0,tier1_strict,7,"Tier1, StableFormula, ReliableMeasurement, HighTc"
7113,Hg1.4Tl0.6Ba2Ca2Cu3Oz,65.05,tier1_strict,4,"Tier1, StableFormula"
7115,Y0.99Ca0.01Ba2Cu4O8,78.7,tier1_strict,7,"Tier1, StableFormula, ReliableMeasurement, HighTc"
7116,Y0.97Ca0.03Ba2Cu4O8,81.9,tier1_strict,5,"Tier1, StableFormula, HighTc"
7121,Tm0.99Ca0.01Ba2Cu4O8,79.2,tier1_strict,5,"Tier1, StableFormula, HighTc"
7122,Tm0.97Ca0.03Ba2Cu4O8,81.2,tier1_strict,5,"Tier1, StableFormula, HighTc"
7123,Tm0.95Ca0.05Ba2Cu4O8,84.8,tier1_strict,5,"Tier1, StableFormula, HighTc"
7124,Tm0.93Ca0.07Ba2Cu4O8,83.3,tier1_strict,5,"Tier1, StableFormula, HighTc"
7126,Er0.99Ca0.01Ba2Cu4O8,79.3,tier1_strict,5,"Tier1, StableFormula, HighTc"
7127,Er0.97Ca0.03Ba2Cu4O8,80.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
7128,Er0.95Ca0.05Ba2Cu4O8,83.2,tier1_strict,5,"Tier1, StableFormula, HighTc"
7130,Ho0.99Ca0.01Ba2Cu4O8,76.8,tier1_strict,4,"Tier1, StableFormula"
7131,Ho0.97Ca0.03Ba2Cu4O8,77.4,tier1_strict,5,"Tier1, StableFormula, HighTc"
7134,Sr2Y1Cu3O7.9,69.0,tier1_strict,4,"Tier1, StableFormula"
7135,Sr2Y1Cu3O7.65,69.5,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
7136,Sr2Y1Cu3O7.75,67.0,tier1_strict,4,"Tier1, StableFormula"
7138,Sr2Y1Cu3O7.95,62.0,tier1_strict,4,"Tier1, StableFormula"
7139,Sr2Y1Cu3O7.45,62.0,tier1_strict,4,"Tier1, StableFormula"
7140,Sr2Tm1Cu3O7.65,62.0,tier1_strict,4,"Tier1, StableFormula"
7141,Sr2Tm1Cu3O7.2,62.0,tier1_strict,4,"Tier1, StableFormula"
7142,Sr2Tm1Cu3O7.28,56.0,tier1_strict,4,"Tier1, StableFormula"
7143,Sr2Tm1Cu3O7.48,58.5,tier1_strict,4,"Tier1, StableFormula"
7145,Sr1.5Ba0.5Y1Cu2.8Ti0.2O7,35.0,tier1_strict,4,"Tier1, StableFormula"
7146,Sr1.5Ba0.5Y1Cu2.8Ga0.2O7,38.0,tier1_strict,4,"Tier1, StableFormula"
7147,Sr1.5Ba0.5Y1Cu2.8Ge0.2O7,25.0,tier1_strict,4,"Tier1, StableFormula"
7149,Sr1.5Ba0.5Y1Cu2.8Mo0.2O7.03,26.0,tier1_strict,4,"Tier1, StableFormula"
7151,Sr1.5Ba0.5Y1Cu2.8Ga0.2O7.2,61.0,tier1_strict,4,"Tier1, StableFormula"
7152,Sr1.5Ba0.5Y1Cu2.8Ga0.2O7.14,56.0,tier1_strict,4,"Tier1, StableFormula"
7153,Sr1.5Ba0.5Y1Cu2.8Ga0.2O7.1,50.0,tier1_strict,4,"Tier1, StableFormula"
7154,Sr1.5Ba0.5Y1Cu2.8Ga0.2O6.96,32.0,tier1_strict,4,"Tier1, StableFormula"
7155,Sr1.5Ba0.5Y1Cu2.8Ti0.2O7.2,78.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
7156,Sr1.5Ba0.5Y1Cu2.8Ti0.2O7.08,52.0,tier1_strict,4,"Tier1, StableFormula"
7158,Sr0.7Ba1.3Y1Cu2.8Al0.2O7.03,12.0,tier1_strict,4,"Tier1, StableFormula"
7159,Sr0.7Ba1.3Y1Cu2.8Al0.2O7.11,20.0,tier1_strict,4,"Tier1, StableFormula"
7160,Sr1Ba1Y1Cu2.8Al0.2O7.15,20.0,tier1_strict,4,"Tier1, StableFormula"
7161,Sr1.2Ba0.8Y1Cu2.8Al0.2O7.19,16.0,tier1_strict,4,"Tier1, StableFormula"
7162,Ga1Sr2Ca2Cu3O9,70.0,tier1_strict,4,"Tier1, StableFormula"
7163,B1Sr2Ca2Cu3O9,75.0,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
7166,Y1Ba2Cu2.985Ni0.015O6.92,90.5,tier1_strict,5,"Tier1, StableFormula, HighTc"
7167,Y1Ba2Cu2.97Ni0.03O6.94,88.5,tier1_strict,5,"Tier1, StableFormula, HighTc"
7168,Y1Ba2Cu2.955Ni0.045O6.95,86.2,tier1_strict,5,"Tier1, StableFormula, HighTc"
7169,Y1Ba2Cu2.94Ni0.06O6.94,83.5,tier1_strict,5,"Tier1, StableFormula, HighTc"
7171,Nd1.82Ce0.18Cu1Oz,18.0,tier1_strict,4,"Tier1, StableFormula"
7172,Nd1.73Sr0.09Ce0.18Cu1Oz,16.0,tier1_strict,4,"Tier1, StableFormula"
7173,Nd1.64Sr0.18Ce0.18Cu1Oz,13.0,tier1_strict,4,"Tier1, StableFormula"
7176,Bi2Sr1.8La2Cu0.98Ni0.02Oz,17.5,tier1_strict,4,"Tier1, StableFormula"
7177,Bi2Sr1.8La2Cu0.96Ni0.04Oz,12.9,tier1_strict,4,"Tier1, StableFormula"
7178,Bi2Sr1.8La2Cu0.94Ni0.06Oz,10.0,tier1_strict,4,"Tier1, StableFormula"
7179,Bi2Sr1.8La2Cu0.92Ni0.08Oz,3.6,tier1_strict,4,"Tier1, StableFormula"
7181,Bi2Sr1.8La0.2Cu0.88Zn0.12Oz,16.8,tier1_strict,4,"Tier1, StableFormula"
7182,Bi2Sr1.8La0.2Cu0.976Zn0.024Oz,11.3,tier1_strict,4,"Tier1, StableFormula"
7183,Bi2Sr1.8La0.2Cu0.964Zn0.036Oz,7.0,tier1_strict,4,"Tier1, StableFormula"
7184,Bi2Sr1.8La0.2Cu0.94Zn0.06Oz,5.0,tier1_strict,4,"Tier1, StableFormula"
7185,Bi2Sr1.8La0.2Cu0.92Zn0.08Oz,5.1,tier1_strict,4,"Tier1, StableFormula"
7189,Y1Ba2Cu2.975Co0.025Oz,91.6,tier1_strict,5,"Tier1, StableFormula, HighTc"
7190,Y1Ba2Cu2.95Co0.05Oz,92.2,tier1_strict,5,"Tier1, StableFormula, HighTc"
7191,Y1Ba2Cu2.925Co0.075Oz,88.3,tier1_strict,5,"Tier1, StableFormula, HighTc"
7192,Y1Ba2Cu2.9Co0.1Oz,88.6,tier1_strict,5,"Tier1, StableFormula, HighTc"
7193,Y1Ba2Cu2.875Co0.125Oz,77.1,tier1_strict,5,"Tier1, StableFormula, HighTc"
7194,Y1Ba2Cu2.85Co0.15Oz,68.6,tier1_strict,4,"Tier1, StableFormula"
7195,Y1Ba2Cu2.8Co0.2Oz,61.0,tier1_strict,4,"Tier1, StableFormula"
7196,Y1Ba2Cu2.75Co0.25Oz,59.7,tier1_strict,4,"Tier1, StableFormula"
7197,Y1Ba2Cu2.7Co0.3Oz,52.6,tier1_strict,4,"Tier1, StableFormula"
7198,Y1Ba2Cu2.6Co0.4O7.03,11.3,tier1_strict,4,"Tier1, StableFormula"
7206,Eu1Ba2Cu3O6.94,93.6,tier1_strict,5,"Tier1, StableFormula, HighTc"
7207,Eu1Ba2Cu2.95Co0.05Oz,88.3,tier1_strict,5,"Tier1, StableFormula, HighTc"
7208,Eu1Ba2Cu2.9Co0.1O6.97,72.7,tier1_strict,4,"Tier1, StableFormula"
7209,Eu1Ba2Cu2.8Co0.2O6.98,55.3,tier1_strict,4,"Tier1, StableFormula"
7210,Eu1Ba2Cu2.7Co0.3O6.95,29.4,tier1_strict,4,"Tier1, StableFormula"
7235,Y1Ba1.5Sr0.5Cu3Oz,54.8,tier1_strict,5,"Tier1, StableFormula, HighTc"
7236,Y1Ba1Sr1Cu3Oz,82.5,tier1_strict,5,"Tier1, StableFormula, HighTc"
7238,Y1Ba0.4Sr1.6Cu3Oz,79.5,tier1_strict,5,"Tier1, StableFormula, HighTc"
7256,Tl1Sr2Yb0.7Ca0.3Cu2Oz,83.0,tier2_standard,6,"Tier2, StableFormula, ReliableMeasurement, HighTc"
7257,Tl1Sr2Yb0.5Ca0.5Cu2Oz,67.0,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
7267,La2Cu1O4.005,32.0,tier1_strict,4,"Tier1, StableFormula"
7271,La2Cu1O4.035,35.0,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
7272,La2Cu1O4.021,45.0,tier1_strict,4,"Tier1, StableFormula"
7287,Bi1.6Pb0.4Sr2Ca3.6Oz,102.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
7288,Bi1.6Pb0.4Sr2Ca2Cu3.8Oz,93.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
7289,Bi1.6Pb0.4Sr2Ca2Cu4Oz,130.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
7297,Cu0.75Ag0.25Ba2Ca3Cu4Oz,105.25,tier1_strict,5,"Tier1, StableFormula, HighTc"
7299,Cu0.5C0.5Ba2Ca3Cu4Oz,110.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
7300,Cu0.5Ag0.25Ba2Ca3Cu4Oz,117.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
7301,Ba2Ca3Cu4Oz,117.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
7314,Bi1.95Sr1.65La0.4Cu1O6.2,20.25,tier1_strict,4,"Tier1, StableFormula"
7315,Bi1.95Sr1.65La0.4Cu1O6.28,32.6,tier1_strict,4,"Tier1, StableFormula"
7316,Bi1.95Sr1.65La0.4Cu1O6.298,34.0,tier1_strict,4,"Tier1, StableFormula"
7317,Bi1.95Sr1.65La0.4Cu1O6.311,35.5,tier1_strict,4,"Tier1, StableFormula"
7318,Bi1.95Sr1.65La0.4Cu1O6.334,30.5,tier1_strict,4,"Tier1, StableFormula"
7319,Bi1.95Sr1.65La0.4Cu1O6.343,26.5,tier1_strict,4,"Tier1, StableFormula"
7320,Bi1.95Sr1.65La0.4Cu1O6.347,24.0,tier1_strict,4,"Tier1, StableFormula"
7321,Bi1.95Sr1.65La0.4Cu1O6.36,23.0,tier1_strict,4,"Tier1, StableFormula"
7322,Bi1.95Sr1.65La0.4Cu1O6.414,10.4,tier1_strict,4,"Tier1, StableFormula"
7324,Bi1.95Sr1.65La0.4Cu1F0.2O6,30.1,tier1_strict,4,"Tier1, StableFormula"
7325,Bi1.95Sr1.65La0.4Cu1F0.4O5.8,29.0,tier1_strict,4,"Tier1, StableFormula"
7326,Bi1.95Sr1.65La0.4Cu1F0.6O5.6,25.1,tier1_strict,4,"Tier1, StableFormula"
7327,Bi1.95Sr1.65La0.4Cu1F0.8O5.4,13.0,tier1_strict,4,"Tier1, StableFormula"
7328,Bi3.2Pb0.2V0.6Sr4Ca5Cu7Oz,78.5,tier1_strict,5,"Tier1, StableFormula, HighTc"
7329,Bi3.2Pb0.4V0.4Sr4Ca5Cu7Oz,108.5,tier1_strict,5,"Tier1, StableFormula, HighTc"
7330,Bi3.2Pb0.6V0.2Sr4Ca5Cu7Oz,110.5,tier1_strict,5,"Tier1, StableFormula, HighTc"
7331,Bi3.2Pb0.8Sr4Ca5Cu7Oz,108.9,tier1_strict,5,"Tier1, StableFormula, HighTc"
7332,Bi2.6Pb0.8V0.6Sr4Ca5Cu7Oz,110.8,tier1_strict,5,"Tier1, StableFormula, HighTc"
7333,Bi2.8Pb0.8V0.4Sr4Ca5Cu7Oz,111.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
7334,Bi3Pb0.8V0.2Sr4Ca5Cu7Oz,110.8,tier1_strict,5,"Tier1, StableFormula, HighTc"
7335,Bi3.4V0.6Sr4Ca5Cu7Oz,82.2,tier1_strict,5,"Tier1, StableFormula, HighTc"
7336,Bi3.6V0.4Sr4Ca5Cu7Oz,84.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
7343,Bi1.7Pb0.3Sr2Ca1Cu2O8.05,80.5,tier1_strict,5,"Tier1, StableFormula, HighTc"
7344,Bi1.7Pb0.3Sr2Ca0.99Nd0.01Cu2O8.03,82.5,tier1_strict,5,"Tier1, StableFormula, HighTc"
7345,Bi1.7Pb0.3Sr2Ca0.98Nd0.02Cu2O8.05,80.89,tier1_strict,5,"Tier1, StableFormula, HighTc"
7346,Bi1.7Pb0.3Sr2Ca0.96Y0.04Cu2O8.06,78.5,tier1_strict,5,"Tier1, StableFormula, HighTc"
7347,Bi1.7Pb0.3Sr2Ca0.94Nd0.06Cu2O8.1,81.27,tier1_strict,5,"Tier1, StableFormula, HighTc"
7348,Bi1.7Pb0.3Sr2Ca0.92Nd0.08Cu2O8.16,84.11,tier1_strict,5,"Tier1, StableFormula, HighTc"
7349,Bi1.7Pb0.3Sr2Ca0.9Nd0.1Cu2O8.27,76.67,tier1_strict,4,"Tier1, StableFormula"
7353,Er0.76Ca0.24Ba2Cu2.76Co0.24O6.92,84.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
7354,Er0.76Ca0.24Ba1.8Sr0.2Cu2.76Co0.24O6.91,81.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
7355,Er0.76Ca0.24Ba1.6Sr0.4Cu2.76Co0.24O6.88,77.0,tier1_strict,4,"Tier1, StableFormula"
7356,Er0.76Ca0.24Ba1.4Sr0.6Cu2.76Co0.24O6.84,64.0,tier1_strict,4,"Tier1, StableFormula"
7357,Er0.64Ca0.36Ba1.4Sr0.6Cu2.76Co0.24O6.8,48.0,tier1_strict,4,"Tier1, StableFormula"
7358,Er0.52Ca0.48Ba1.4Sr0.6Cu2.76Co0.24O6.77,54.0,tier1_strict,4,"Tier1, StableFormula"
7359,La1Ba2Cu3Oz,70.34,tier1_strict,4,"Tier1, StableFormula"
7360,La1Ba2Cu2.97Fe0.03Oz,55.23,tier1_strict,4,"Tier1, StableFormula"
7361,La1Ba2Cu2.94Fe0.06Oz,35.9,tier1_strict,4,"Tier1, StableFormula"
7374,Y1Ba1Sr1Cu2.5B0.5Oz,33.1,tier1_strict,4,"Tier1, StableFormula"
7375,Y1Ba1Sr1Cu2.5B0.1S0.4Oz,44.0,tier1_strict,4,"Tier1, StableFormula"
7376,Y1Ba1Sr1Cu2.5S0.5Oz,50.9,tier1_strict,4,"Tier1, StableFormula"
7377,Y1Ba1Sr1Cu2.5B0.2S0.3Oz,25.0,tier1_strict,4,"Tier1, StableFormula"
7379,Y1Sr0.5Ba1.5Cu2.5B0.1S0.4Oz,56.5,tier1_strict,4,"Tier1, StableFormula"
7380,Y1Sr0.5Ba1.5Cu2.5S0.5Oz,75.6,tier1_strict,4,"Tier1, StableFormula"
7381,Y1Ba2Cu2.8Fe0.2Oz,57.0,tier1_strict,4,"Tier1, StableFormula"
7382,Y1Ba2Cu2.8Zn0.2Oz,51.7,tier1_strict,4,"Tier1, StableFormula"
7408,Cu0.8W0.2Sr2Y1Cu2O7.3,77.0,tier1_strict,4,"Tier1, StableFormula"
7409,Cu0.8Mo0.2Sr2Y1Cu2O7.3,65.0,tier1_strict,4,"Tier1, StableFormula"
7410,Cu0.85Re0.15Sr2Y1Cu2O7.3,69.0,tier1_strict,4,"Tier1, StableFormula"
7411,Cu2.8W0.2Sr2Y0.9Ca0.1Oz,76.0,tier1_strict,4,"Tier1, StableFormula"
7412,Cu2.8Mo0.2Sr2Y0.9Ca0.1Oz,71.0,tier1_strict,4,"Tier1, StableFormula"
7413,Cu2.85Re0.15Sr2Y0.9Ca0.1Oz,73.0,tier1_strict,4,"Tier1, StableFormula"
7417,Ca1La1Ba1Cu2.97Fe0.03O7,49.0,tier1_strict,4,"Tier1, StableFormula"
7418,Ca1La1Ba1Cu2.94Fe0.06O7,44.0,tier1_strict,4,"Tier1, StableFormula"
7419,Ca1La1Ba1Cu2.88Fe0.12O7,28.0,tier1_strict,4,"Tier1, StableFormula"
7420,Ca1La1Ba1Cu2.76Fe0.24O7,22.0,tier1_strict,4,"Tier1, StableFormula"
7435,Hg0.9S0.1Ba2Cu1Oz,41.0,tier1_strict,4,"Tier1, StableFormula"
7436,Hg0.85S0.15Ba2Cu1Oz,69.5,tier1_strict,4,"Tier1, StableFormula"
7437,Hg0.8S0.2Ba2Cu1Oz,65.0,tier1_strict,4,"Tier1, StableFormula"
7438,Hg0.75S0.25Ba2Cu1Oz,63.0,tier1_strict,4,"Tier1, StableFormula"
7439,Hg0.7S0.3Ba2Cu1Oz,73.0,tier1_strict,4,"Tier1, StableFormula"
7440,Hg0.5S0.5Ba2Cu1Oz,71.0,tier1_strict,4,"Tier1, StableFormula"
7447,Nd1Ba2Cu3O6.67,29.0,tier1_strict,4,"Tier1, StableFormula"
7448,H0.2La1.8Sr0.2Cu1O4,32.0,tier1_strict,4,"Tier1, StableFormula"
7451,Ca1La1Ba1Cu2.97Zn0.03O7,60.0,tier1_strict,4,"Tier1, StableFormula"
7452,Ca1La1Ba1Cu2.85Zn0.045O7,55.0,tier1_strict,4,"Tier1, StableFormula"
7453,Ca1La1Ba1Cu2.91Zn0.09O7,20.0,tier1_strict,4,"Tier1, StableFormula"
7454,Ca1La1Ba1Cu2.88Zn0.12O7,14.0,tier1_strict,4,"Tier1, StableFormula"
7455,Ca1Ba1La1Cu3O7,47.0,tier1_strict,4,"Tier1, StableFormula"
7456,Pb2Sr2Ca0.5Y0.5Cu3Oz,71.0,tier1_strict,4,"Tier1, StableFormula"
7459,Pb1.4V0.6Sr2Ca0.5Y0.5Cu3Oz,40.0,tier1_strict,4,"Tier1, StableFormula"
7462,Pb1.4Cr0.6Sr2Ca0.5Y0.5Cu3Oz,67.0,tier1_strict,4,"Tier1, StableFormula"
7465,Bi1.8Pb0.2Sr2Ca1Cu1.98Fe0.02O8,54.8,tier1_strict,4,"Tier1, StableFormula"
7466,Bi1.8Pb0.2Sr2Ca1Cu1.96Fe0.04O8,48.5,tier1_strict,4,"Tier1, StableFormula"
7467,Bi1.8Pb0.2Sr2Ca1Cu1.92Fe0.08O8,33.8,tier1_strict,4,"Tier1, StableFormula"
7468,Bi1.8Pb0.2Sr2Ca1Cu1.88Fe0.12O8,30.9,tier1_strict,4,"Tier1, StableFormula"
7469,Bi1.8Pb0.2Sr2Ca1Cu1.84Fe0.16O8,26.1,tier1_strict,4,"Tier1, StableFormula"
7470,Bi1.8Pb0.2Sr2Ca1Cu1.96Co0.04O8,50.7,tier1_strict,4,"Tier1, StableFormula"
7471,Bi1.8Pb0.2Sr2Ca1Cu1.94Co0.06O8,48.6,tier1_strict,4,"Tier1, StableFormula"
7472,Bi1.8Pb0.2Sr2Ca1Cu1.92Co0.08O8,43.0,tier1_strict,4,"Tier1, StableFormula"
7473,Bi1.8Pb0.2Sr2Ca1Cu1.88Co0.12O8,38.8,tier1_strict,4,"Tier1, StableFormula"
7474,Bi1.8Pb0.2Sr2Ca1Cu1.84Co0.16O8,35.8,tier1_strict,4,"Tier1, StableFormula"
7489,Y1Ba2Cu3O6.346,12.3,tier1_strict,4,"Tier1, StableFormula"
7490,Y1Ba2Cu3O6.409,26.0,tier1_strict,4,"Tier1, StableFormula"
7496,Y1Ba2Cu3O4.86,93.2,tier1_strict,5,"Tier1, StableFormula, HighTc"
7498,Y1Sr1Ba1Cu2.5B0.5Oz,25.0,tier1_strict,4,"Tier1, StableFormula"
7499,Y1.4Ce0.5Sr2.1Cu2.75S0.25Oz,20.0,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
7502,Y0.85Ca0.15Sr1Ba1Cu2.5B0.5Oz,36.0,tier1_strict,4,"Tier1, StableFormula"
7503,Y0.85Ca0.15Sr0.5Ba1.5Cu2.5B0.5Oz,55.0,tier1_strict,4,"Tier1, StableFormula"
7505,Nd1Ba2Cu3Oz,98.7,tier1_strict,5,"Tier1, StableFormula, HighTc"
7506,Nd1.05Ba1.95Cu3Oz,98.6,tier1_strict,5,"Tier1, StableFormula, HighTc"
7507,Nd1.1Ba1.9Cu3Oz,98.3,tier1_strict,5,"Tier1, StableFormula, HighTc"
7508,Nd1.15Ba1.85Cu3Oz,94.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
7509,Nd1.2Ba1.8Cu3Oz,96.1,tier1_strict,5,"Tier1, StableFormula, HighTc"
7510,Nd1.25Ba1.75Cu3Oz,97.4,tier1_strict,5,"Tier1, StableFormula, HighTc"
7521,Y1Ba2Cu3O6.556,58.95,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
7522,Y1Ba2Cu3O6.516,58.2,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
7540,La1.85Sr0.15Cu1Oz,38.1,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
7546,La1.85Sr0.15Cu0.99Mg0.01Oz,30.0,tier1_strict,4,"Tier1, StableFormula"
7547,La1.85Sr0.15Cu0.98Mg0.02Oz,15.9,tier1_strict,4,"Tier1, StableFormula"
7549,La1.85Sr0.15Cu0.99Ni0.01Oz,32.1,tier1_strict,4,"Tier1, StableFormula"
7550,La1.85Sr0.15Cu0.98Ni0.02Oz,28.0,tier1_strict,4,"Tier1, StableFormula"
7551,La1.85Sr0.15Cu0.97Ni0.03Oz,21.9,tier1_strict,4,"Tier1, StableFormula"
7552,La1.85Sr0.15Cu0.96Ni0.04Oz,16.1,tier1_strict,4,"Tier1, StableFormula"
7567,Bi1.9Cd0.1Sr2Ca1Cu2Oz,60.0,tier1_strict,4,"Tier1, StableFormula"
7568,Bi1.8Cd0.2Sr2Ca1Cu2Oz,58.0,tier1_strict,4,"Tier1, StableFormula"
7569,Bi1.7Cd0.3Sr2Ca1Cu2Oz,53.0,tier1_strict,4,"Tier1, StableFormula"
7570,Bi1.5Cd0.5Sr2Ca1Cu2Oz,45.0,tier1_strict,4,"Tier1, StableFormula"
7571,Bi1.4Cd0.6Sr2Ca1Cu2Oz,34.0,tier1_strict,4,"Tier1, StableFormula"
7573,Tl1.9Sm0.1Ba2Cu1FOz,98.5,tier1_strict,5,"Tier1, StableFormula, HighTc"
7574,Tb1Sr2Cu2.69Mo0.31O7,34.5,tier1_strict,4,"Tier1, StableFormula"
7581,Y1Ba2Cu2.97Zn0.03O6.93,81.0,tier1_strict,7,"Tier1, StableFormula, ReliableMeasurement, HighTc"
7611,Eu1.5Ce0.5Sr2Cu2Nb1O9.955,21.0,tier1_strict,4,"Tier1, StableFormula"
7632,Lu0.8Ca0.2Ba2Cu3O6.13,41.0,tier1_strict,4,"Tier1, StableFormula"
7633,Lu0.7Ca0.3Ba2Cu3O6.15,58.0,tier1_strict,4,"Tier1, StableFormula"
7635,Lu0.8Ca0.2Ba2Cu3O6.54,65.0,tier1_strict,4,"Tier1, StableFormula"
7636,Lu0.7Ca0.3Ba2Cu3O6.4,68.0,tier1_strict,4,"Tier1, StableFormula"
7637,Lu0.8Ca0.2Ba2Cu3O6.81,52.0,tier1_strict,4,"Tier1, StableFormula"
7638,Lu0.7Ca0.3Ba2Cu3O6.78,54.0,tier1_strict,4,"Tier1, StableFormula"
7639,Lu0.8Ca0.2Ba2Cu3O6.68,78.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
7640,Lu0.7Ca0.3Ba2Cu3O6.62,80.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
7641,Lu0.8Ca0.2Ba2Cu3O6.91,48.0,tier1_strict,4,"Tier1, StableFormula"
7642,Lu0.7Ca0.3Ba2Cu3O6.88,45.0,tier1_strict,4,"Tier1, StableFormula"
7643,Eu1Ba2Cu2.7Co0.3Oz,33.0,tier1_strict,4,"Tier1, StableFormula"
7644,Eu1Ba2Cu2.65Co0.35Oz,9.6,tier1_strict,4,"Tier1, StableFormula"
7648,Tl0.5V0.5Sr2Ca1Cu2Oz,83.5,tier1_strict,5,"Tier1, StableFormula, HighTc"
7649,Tl0.5V0.5Sr2Ca0.8Y0.2Cu2Oz,100.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
7650,Nd2Ba4Cu7O14.525,66.0,tier1_strict,4,"Tier1, StableFormula"
7651,Nd1.8Pr0.2Ba4Cu7O14.587,56.0,tier1_strict,4,"Tier1, StableFormula"
7652,Nd1.6Pr0.4Ba4Cu7O14.603,48.0,tier1_strict,4,"Tier1, StableFormula"
7653,Nd1.4Pr0.6Ba4Cu7O14.541,41.0,tier1_strict,4,"Tier1, StableFormula"
7654,Eu2Ba4Cu7O14.671,75.0,tier1_strict,4,"Tier1, StableFormula"
7655,Eu1.8Pr0.2Ba4Cu7O14.779,68.0,tier1_strict,4,"Tier1, StableFormula"
7656,Eu1.6Pr0.4Ba4Cu7O14.761,63.0,tier1_strict,4,"Tier1, StableFormula"
7657,Eu1.4Pr0.6Ba4Cu7O14.632,58.0,tier1_strict,4,"Tier1, StableFormula"
7658,Eu1.2Pr0.8Ba4Cu7O14.788,52.0,tier1_strict,4,"Tier1, StableFormula"
7659,Tm2Ba4Cu7O14.732,88.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
7660,Tm1.8Pr0.2Ba4Cu7O14.725,76.0,tier1_strict,4,"Tier1, StableFormula"
7661,Tm1.6Pr0.4Ba4Cu7O14.722,68.0,tier1_strict,4,"Tier1, StableFormula"
7662,Tm1.4Pr0.6Ba4Cu7O14.667,60.0,tier1_strict,4,"Tier1, StableFormula"
7663,Tm1.2Pr0.8Ba4Cu7O14.652,50.0,tier1_strict,4,"Tier1, StableFormula"
7664,Bi2Sr2Ca2Cu3O1,114.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
7665,Bi1.8V0.2Sr2Ca2Cu3O2,112.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
7689,Gd1Sr0.1Ba1.9Cu4O8,73.5,tier1_strict,4,"Tier1, StableFormula"
7690,Gd1Sr1.8Ba0.2Cu4O8,73.1,tier1_strict,4,"Tier1, StableFormula"
7692,Ho1Sr0.2Ba1.8Cu4O8,68.8,tier1_strict,4,"Tier1, StableFormula"
7693,Ho1Sr0.4Ba1.6Cu4O8,68.1,tier1_strict,4,"Tier1, StableFormula"
7694,Ho1Sr0.6Ba1.4Cu4O8,68.3,tier1_strict,4,"Tier1, StableFormula"
7718,Bi2Sr1.65La0.35Cu1Oz,29.6,tier1_strict,4,"Tier1, StableFormula"
7719,Bi1.9Pb0.1Sr1.65La0.35Cu1Oz,30.375,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
7720,Bi1.8Pb0.2Sr1.65La0.35Cu1Oz,38.175,tier1_strict,4,"Tier1, StableFormula"
7721,Bi1.7Pb0.3Sr1.65La0.35Cu1Oz,34.4,tier1_strict,4,"Tier1, StableFormula"
7722,Bi1.6Pb0.4Sr1.65La0.35Cu1Oz,36.71666666666667,tier1_strict,4,"Tier1, StableFormula"
7723,Bi1.4Pb0.6Sr1.65La0.35Cu1Oz,35.733333333333334,tier2_standard,3,"Tier2, StableFormula"
7732,La3.1Gd0.2Ca0.4Ba3.3Cu7O16.473,48.0,tier1_strict,4,"Tier1, StableFormula"
7733,La2.9Gd0.3Ca0.6Ba3.2Cu0.3O16.503,58.0,tier1_strict,4,"Tier1, StableFormula"
7734,La2.7Gd0.4Ca0.8Ba3.1Cu7O16.537,74.0,tier1_strict,4,"Tier1, StableFormula"
7735,La2.5Gd0.5Ca1Ba3Cu7O16.359,80.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
7736,La2.3Gd0.6Ca1.2Ba2.9Cu7O16.543,80.0,tier1_strict,5,"Tier1, StableFormula, HighTc"
